InvoiceID,OrderID,CardID,TotalAmount,Discount,FinalAmount,CreatedAt
INV00387,ORD03516,CARD06485,195.13,6.32,188.81,2024-05-31
INV00388,ORD08319,CARD09170,349.19,46.66,302.53,2024-12-02
INV00389,ORD01759,CARD07978,484.52,8.67,475.85,2024-06-01
INV00390,ORD09611,CARD03722,493.83,2.9,490.93,2024-11-25
INV00391,ORD08521,CARD07154,362.0,34.2,327.8,2024-04-22
INV00392,ORD03783,CARD08020,317.26,25.69,291.57,2024-10-18
INV00393,ORD08363,CARD04688,304.2,7.04,297.16,2024-12-17
INV00394,ORD05709,CARD04659,483.34,41.26,442.08,2024-06-13
INV00395,ORD00733,CARD08055,236.24,2.39,233.85,2024-08-21
INV00396,ORD01281,CARD00401,324.1,19.0,305.1,2024-07-14
INV00397,ORD03670,CARD03964,82.82,28.9,53.92,2024-01-05
INV00398,ORD08901,CARD02110,287.76,13.45,274.31,2024-01-02
INV00399,ORD01447,CARD06085,168.04,18.24,149.8,2024-10-12
INV00400,ORD04415,CARD06131,61.64,18.3,43.34,2024-12-16
INV00401,ORD02876,CARD06564,74.69,30.7,43.99,2024-01-10
INV00402,ORD01762,CARD00713,348.34,1.72,346.62,2024-03-02
INV00403,ORD02635,CARD09280,314.49,6.96,307.53,2023-12-30
INV00404,ORD09822,CARD09744,447.2,42.28,404.92,2023-12-22
INV00405,ORD01619,CARD08947,113.93,43.47,70.46,2024-12-12
INV00406,ORD04690,CARD00463,447.36,34.38,412.98,2024-05-19
INV00407,ORD01572,CARD02473,132.74,16.64,116.1,2024-04-17
INV00408,ORD00520,CARD06180,241.06,47.54,193.52,2024-08-16
INV00409,ORD07870,CARD06156,288.98,8.31,280.67,2023-12-20
INV00410,ORD03559,CARD09921,288.97,44.41,244.56,2024-06-21
INV00411,ORD02221,CARD04925,103.95,2.26,101.69,2024-07-04
INV00412,ORD01342,CARD02054,419.89,1.25,418.64,2024-12-01
INV00413,ORD02842,CARD02609,227.24,35.53,191.71,2024-11-13
INV00414,ORD00198,CARD05457,171.13,32.97,138.16,2024-01-13
INV00415,ORD00418,CARD00816,278.36,8.65,269.71,2024-11-12
INV00416,ORD01158,CARD08797,118.1,40.48,77.62,2024-03-27
INV00417,ORD04160,CARD02848,404.95,37.25,367.7,2024-04-13
INV00418,ORD06472,CARD02857,354.24,24.99,329.25,2024-07-20
INV00419,ORD08230,CARD05092,161.13,21.73,139.4,2024-09-04
INV00420,ORD07026,CARD09147,418.45,17.93,400.52,2024-04-21
INV00421,ORD05761,CARD03657,200.37,33.88,166.49,2024-01-12
INV00422,ORD02995,CARD07332,337.8,39.44,298.36,2024-07-02
INV00423,ORD04162,CARD08421,487.18,18.46,468.72,2024-04-15
INV00424,ORD00764,CARD00595,330.0,35.7,294.3,2024-10-15
INV00425,ORD03631,CARD06730,235.29,4.67,230.62,2023-12-22
INV00426,ORD03203,CARD08333,308.07,24.17,283.9,2024-11-07
INV00427,ORD09373,CARD01438,294.17,18.47,275.7,2024-05-11
INV00428,ORD07577,CARD04701,304.94,43.72,261.22,2024-07-15
INV00429,ORD01400,CARD01322,397.74,17.12,380.62,2024-03-04
INV00430,ORD02580,CARD00281,305.1,48.87,256.23,2024-11-12
INV00431,ORD05600,CARD02189,365.16,31.85,333.31,2024-08-10
INV00432,ORD08190,CARD05229,356.99,12.79,344.2,2024-08-16
INV00433,ORD08212,CARD00699,336.9,37.23,299.67,2024-01-28
INV00434,ORD09128,CARD08250,450.78,42.28,408.5,2024-11-10
INV00435,ORD03393,CARD02028,117.67,37.86,79.81,2024-04-15
INV00436,ORD00419,CARD03195,114.0,45.98,68.02,2024-09-07
INV00437,ORD04414,CARD02845,117.73,11.7,106.03,2024-06-02
INV00438,ORD03981,CARD08987,360.34,39.95,320.39,2024-03-01
INV00439,ORD09591,CARD03097,230.54,24.13,206.41,2024-05-04
INV00440,ORD03098,CARD04001,499.05,12.14,486.91,2024-11-09
INV00441,ORD02353,CARD05293,365.28,20.23,345.05,2024-01-11
INV00442,ORD05176,CARD02646,428.68,0.23,428.45,2024-01-06
INV00443,ORD05875,CARD09199,355.68,26.14,329.54,2024-08-22
INV00444,ORD01044,CARD01533,254.35,0.2,254.15,2024-12-12
INV00445,ORD06226,CARD03690,483.66,35.64,448.02,2024-10-25
INV00446,ORD01439,CARD05572,264.54,27.47,237.07,2024-07-24
INV00447,ORD05618,CARD09616,153.03,25.97,127.06,2023-12-30
INV00448,ORD05265,CARD07347,490.93,0.86,490.07,2024-10-20
INV00449,ORD08722,CARD05786,155.72,30.95,124.77,2024-07-26
INV00450,ORD00463,CARD03530,488.53,32.62,455.91,2024-05-25
INV00451,ORD03122,CARD00852,369.62,48.39,321.23,2024-06-12
INV00452,ORD00513,CARD05362,481.39,20.91,460.48,2024-09-17
INV00453,ORD06678,CARD04610,100.05,33.17,66.88,2024-05-15
INV00454,ORD06151,CARD06404,198.85,38.71,160.14,2024-07-30
INV00455,ORD00963,CARD00078,183.93,29.96,153.97,2024-07-24
INV00456,ORD09961,CARD02909,322.06,14.69,307.37,2024-07-04
INV00457,ORD06872,CARD07830,207.26,42.4,164.86,2024-10-29
INV00458,ORD01474,CARD02293,166.96,38.89,128.07,2024-02-14
INV00459,ORD07848,CARD06706,401.83,31.37,370.46,2024-03-05
INV00460,ORD02777,CARD09696,278.31,5.99,272.32,2024-03-19
INV00461,ORD09481,CARD01141,418.54,8.62,409.92,2024-06-26
INV00462,ORD02163,CARD00735,58.09,33.94,24.15,2023-12-20
INV00463,ORD09882,CARD02158,62.76,37.13,25.63,2024-12-17
INV00464,ORD09685,CARD09064,440.32,45.11,395.21,2024-05-15
INV00465,ORD00659,CARD05247,497.63,25.69,471.94,2024-09-08
INV00466,ORD09054,CARD08273,422.3,11.26,411.04,2024-02-29
INV00467,ORD06679,CARD02522,136.73,7.96,128.77,2024-11-05
INV00468,ORD03695,CARD00098,129.94,6.45,123.49,2024-10-17
INV00469,ORD08768,CARD04589,453.26,7.06,446.2,2024-05-10
INV00470,ORD02378,CARD04382,184.25,38.97,145.28,2024-05-30
INV00471,ORD01638,CARD07729,404.97,8.12,396.85,2024-05-03
INV00472,ORD07953,CARD08230,72.88,49.76,23.12,2024-12-06
INV00473,ORD04666,CARD02468,58.0,32.91,25.09,2024-10-04
INV00474,ORD05918,CARD00149,236.3,27.01,209.29,2024-05-29
INV00475,ORD09646,CARD06174,408.43,26.51,381.92,2024-10-10
INV00476,ORD04396,CARD00490,276.92,23.43,253.49,2024-05-01
INV00477,ORD01942,CARD01840,105.81,44.86,60.95,2024-04-07
INV00478,ORD09891,CARD09938,472.64,48.64,424.0,2024-06-23
INV00479,ORD03363,CARD01091,93.44,21.84,71.6,2024-07-20
INV00480,ORD03996,CARD07338,385.26,9.36,375.9,2024-02-11
INV00481,ORD02554,CARD09946,97.23,5.5,91.73,2024-07-22
INV00482,ORD07916,CARD09610,416.18,9.58,406.6,2024-12-16
INV00483,ORD04230,CARD09520,376.92,42.45,334.47,2024-11-02
INV00484,ORD06352,CARD00890,105.76,14.77,90.99,2024-10-06
INV00485,ORD08610,CARD07373,180.89,13.34,167.55,2024-09-17
INV00486,ORD01056,CARD03023,468.28,34.53,433.75,2024-08-31
INV00487,ORD01778,CARD06919,182.36,3.21,179.15,2024-03-29
INV00488,ORD00538,CARD00684,318.18,44.55,273.63,2024-01-04
INV00489,ORD02285,CARD02843,140.07,20.64,119.43,2024-06-12
INV00490,ORD02596,CARD00284,76.76,6.67,70.09,2024-10-20
INV00491,ORD00717,CARD00101,463.31,39.4,423.91,2024-01-19
INV00492,ORD05621,CARD03950,390.44,33.98,356.46,2024-05-12
INV00493,ORD02673,CARD06487,401.32,43.01,358.31,2024-03-07
INV00494,ORD02703,CARD01613,336.4,24.69,311.71,2024-01-18
INV00495,ORD08701,CARD00392,449.22,9.23,439.99,2024-05-27
INV00496,ORD04079,CARD06237,462.2,28.66,433.54,2024-09-21
INV00497,ORD07943,CARD02780,289.81,20.99,268.82,2024-09-25
INV00498,ORD06637,CARD06057,65.72,5.18,60.54,2024-01-20
INV00499,ORD04841,CARD09599,364.92,37.55,327.37,2024-07-03
INV00500,ORD04581,CARD07005,106.22,30.66,75.56,2024-10-08
INV00501,ORD07144,CARD09131,494.01,27.64,466.37,2024-01-15
INV00502,ORD07732,CARD07020,499.33,43.86,455.47,2024-08-03
INV00503,ORD01438,CARD08831,428.46,41.4,387.06,2024-07-13
INV00504,ORD04484,CARD01737,340.61,22.64,317.97,2024-02-12
INV00505,ORD07347,CARD07973,438.26,7.23,431.03,2024-01-17
INV00506,ORD01888,CARD02944,203.59,47.97,155.62,2024-07-28
INV00507,ORD03190,CARD07185,157.29,7.19,150.1,2024-06-08
INV00508,ORD09430,CARD07507,468.45,7.24,461.21,2024-07-16
INV00509,ORD09544,CARD05125,210.93,5.46,205.47,2024-06-16
INV00510,ORD04305,CARD01324,251.99,44.66,207.33,2024-04-10
INV00511,ORD09827,CARD08963,84.64,12.37,72.27,2024-02-11
INV00512,ORD03772,CARD08703,106.21,2.87,103.34,2024-05-20
INV00513,ORD05981,CARD09384,433.11,17.67,415.44,2024-03-08
INV00514,ORD07467,CARD07552,275.43,15.12,260.31,2023-12-24
INV00515,ORD04303,CARD09973,244.97,44.16,200.81,2024-02-13
INV00516,ORD05429,CARD08896,370.12,32.03,338.09,2024-03-09
INV00517,ORD09792,CARD03055,354.25,23.77,330.48,2024-06-22
INV00518,ORD08388,CARD07222,60.21,32.01,28.2,2024-09-15
INV00519,ORD01924,CARD01507,91.09,6.11,84.98,2024-12-04
INV00520,ORD05121,CARD07598,389.54,14.8,374.74,2024-04-01
INV00521,ORD04159,CARD08822,223.87,31.58,192.29,2024-05-09
INV00522,ORD07859,CARD02996,292.43,39.47,252.96,2024-05-28
INV00523,ORD09628,CARD01811,243.68,23.0,220.68,2024-11-04
INV00524,ORD07551,CARD02891,299.11,20.14,278.97,2024-10-10
INV00525,ORD04680,CARD03420,283.03,38.14,244.89,2024-10-16
INV00526,ORD01703,CARD01719,340.9,25.25,315.65,2024-05-12
INV00527,ORD03948,CARD06427,224.54,3.24,221.3,2024-07-11
INV00528,ORD04399,CARD09904,364.74,19.2,345.54,2024-09-09
INV00529,ORD01481,CARD06609,470.8,8.79,462.01,2024-02-26
INV00530,ORD08234,CARD06644,51.59,27.8,23.79,2024-12-01
INV00531,ORD01368,CARD02961,125.52,32.36,93.16,2024-04-22
INV00532,ORD06887,CARD07059,296.0,37.69,258.31,2024-03-06
INV00533,ORD06253,CARD03213,212.06,7.19,204.87,2024-11-27
INV00534,ORD03690,CARD06320,463.99,33.66,430.33,2024-01-03
INV00535,ORD06175,CARD04221,79.65,47.43,32.22,2024-09-21
INV00536,ORD06775,CARD00257,483.3,19.58,463.72,2024-06-22
INV00537,ORD00388,CARD07567,66.51,30.28,36.23,2024-05-23
INV00538,ORD03871,CARD08705,202.79,40.15,162.64,2024-03-06
INV00539,ORD08355,CARD05212,399.42,2.24,397.18,2024-11-09
INV00540,ORD03296,CARD06299,150.01,32.31,117.7,2024-01-07
INV00541,ORD09369,CARD09183,449.49,30.8,418.69,2024-08-07
INV00542,ORD00876,CARD01202,433.83,33.06,400.77,2024-05-18
INV00543,ORD03161,CARD07630,189.22,10.33,178.89,2024-01-18
INV00544,ORD06295,CARD06502,485.94,37.03,448.91,2024-12-05
INV00545,ORD09859,CARD01602,118.8,29.25,89.55,2024-07-04
INV00546,ORD03614,CARD09395,419.08,31.99,387.09,2024-06-23
INV00547,ORD07702,CARD07635,93.3,41.78,51.52,2024-04-30
INV00548,ORD05446,CARD08958,417.71,18.0,399.71,2024-07-08
INV00549,ORD01979,CARD06389,340.29,22.99,317.3,2024-02-20
INV00550,ORD07994,CARD08889,93.58,36.82,56.76,2024-12-03
INV00551,ORD08357,CARD01309,419.92,8.22,411.7,2024-11-03
INV00552,ORD02054,CARD01145,151.95,10.16,141.79,2024-01-22
INV00553,ORD00714,CARD08121,427.75,23.04,404.71,2024-08-12
INV00554,ORD02436,CARD07283,250.89,19.45,231.44,2024-03-12
INV00555,ORD03894,CARD06241,309.69,30.23,279.46,2024-07-10
INV00556,ORD08227,CARD00977,261.09,37.24,223.85,2024-12-03
INV00557,ORD02495,CARD01700,368.07,20.66,347.41,2024-10-15
INV00558,ORD03826,CARD07621,259.74,48.21,211.53,2024-10-08
INV00559,ORD09991,CARD03402,253.51,8.3,245.21,2024-11-17
INV00560,ORD09896,CARD04837,307.45,41.02,266.43,2024-04-05
INV00561,ORD05012,CARD07774,480.08,8.49,471.59,2024-10-11
INV00562,ORD09134,CARD03795,376.91,22.51,354.4,2024-03-05
INV00563,ORD07782,CARD08694,96.11,33.89,62.22,2024-06-06
INV00564,ORD05784,CARD03442,413.16,36.26,376.9,2024-11-29
INV00565,ORD01871,CARD00803,73.82,18.98,54.84,2024-05-16
INV00566,ORD04624,CARD03040,111.01,26.63,84.38,2024-04-23
INV00567,ORD06693,CARD00601,452.18,47.31,404.87,2024-10-08
INV00568,ORD07631,CARD04674,481.87,34.65,447.22,2024-04-25
INV00569,ORD05011,CARD04684,218.03,21.77,196.26,2024-01-03
INV00570,ORD06628,CARD00370,245.03,31.66,213.37,2024-10-30
INV00571,ORD01603,CARD07938,112.78,36.92,75.86,2024-04-11
INV00572,ORD03410,CARD01937,151.41,27.43,123.98,2024-11-27
INV00573,ORD03981,CARD09033,120.36,42.5,77.86,2024-12-17
INV00574,ORD05485,CARD03526,137.01,25.96,111.05,2024-06-29
INV00575,ORD00488,CARD01116,80.26,34.63,45.63,2024-09-15
INV00576,ORD02241,CARD07502,211.91,30.3,181.61,2024-05-01
INV00577,ORD05081,CARD02682,209.24,2.33,206.91,2024-01-03
INV00578,ORD06175,CARD07825,398.35,12.77,385.58,2024-05-10
INV00579,ORD01869,CARD01290,278.03,44.35,233.68,2024-07-14
INV00580,ORD00591,CARD08544,271.98,1.88,270.1,2024-01-02
INV00581,ORD04051,CARD05700,98.1,20.13,77.97,2023-12-24
INV00582,ORD01564,CARD02878,66.7,13.82,52.88,2024-12-10
INV00583,ORD03906,CARD03612,385.93,43.98,341.95,2023-12-21
INV00584,ORD04040,CARD06786,464.66,43.97,420.69,2024-06-15
INV00585,ORD02851,CARD03860,342.4,17.09,325.31,2024-02-15
INV00586,ORD01552,CARD00594,99.28,11.63,87.65,2024-11-25
INV00587,ORD06775,CARD05934,148.61,34.19,114.42,2024-07-29
INV00588,ORD07206,CARD02733,431.4,36.61,394.79,2024-07-12
INV00589,ORD05357,CARD09358,397.19,5.99,391.2,2024-06-07
INV00590,ORD08749,CARD02439,132.36,22.72,109.64,2024-09-24
INV00591,ORD04360,CARD07852,209.22,39.55,169.67,2024-06-08
INV00592,ORD00799,CARD09124,358.2,44.7,313.5,2024-07-31
INV00593,ORD05462,CARD09855,224.88,16.7,208.18,2024-09-11
INV00594,ORD04961,CARD07332,63.45,0.58,62.87,2024-01-25
INV00595,ORD04407,CARD06431,419.3,10.48,408.82,2024-09-24
INV00596,ORD03798,CARD07275,359.4,12.91,346.49,2023-12-18
INV00597,ORD04019,CARD01151,158.77,49.8,108.97,2024-03-21
INV00598,ORD09307,CARD08869,343.58,21.23,322.35,2024-03-18
INV00599,ORD06712,CARD00978,139.75,47.61,92.14,2024-02-27
INV00600,ORD04971,CARD05724,138.94,17.48,121.46,2024-01-19
INV00601,ORD05072,CARD03526,186.74,33.8,152.94,2024-11-05
INV00602,ORD03778,CARD02498,346.14,23.38,322.76,2024-11-10
INV00603,ORD01171,CARD08393,426.9,12.88,414.02,2024-08-30
INV00604,ORD07664,CARD00103,176.42,43.76,132.66,2024-09-22
INV00605,ORD05334,CARD07616,490.76,14.35,476.41,2024-01-19
INV00606,ORD04267,CARD09673,463.68,17.87,445.81,2024-07-24
INV00607,ORD07385,CARD01200,270.96,26.09,244.87,2024-06-01
INV00608,ORD07986,CARD01860,206.44,1.99,204.45,2024-09-26
INV00609,ORD02491,CARD08824,402.24,13.39,388.85,2024-12-14
INV00610,ORD02372,CARD01442,173.47,40.39,133.08,2024-04-02
INV00611,ORD05024,CARD07748,97.54,39.23,58.31,2024-01-04
INV00612,ORD02089,CARD02639,374.4,21.8,352.6,2024-07-11
INV00613,ORD08850,CARD08906,54.96,17.72,37.24,2024-05-20
INV00614,ORD04399,CARD06116,243.87,22.62,221.25,2024-08-12
INV00615,ORD03146,CARD02775,206.63,26.16,180.47,2023-12-26
INV00616,ORD00266,CARD07688,135.48,16.64,118.84,2024-01-08
INV00617,ORD08599,CARD02374,247.88,28.97,218.91,2024-06-02
INV00618,ORD02429,CARD00563,483.57,3.54,480.03,2024-01-02
INV00619,ORD06034,CARD02142,365.69,8.65,357.04,2024-02-14
INV00620,ORD00190,CARD01236,95.75,22.82,72.93,2024-09-07
INV00621,ORD01954,CARD02512,70.02,23.06,46.96,2024-09-06
INV00622,ORD09478,CARD01337,295.12,11.38,283.74,2024-10-31
INV00623,ORD00845,CARD09486,440.32,23.63,416.69,2024-12-16
INV00624,ORD09666,CARD06823,245.86,19.67,226.19,2024-10-20
INV00625,ORD01688,CARD09625,206.18,26.01,180.17,2024-03-04
INV00626,ORD05466,CARD03288,168.68,7.9,160.78,2024-02-20
INV00627,ORD06582,CARD05224,338.14,49.82,288.32,2024-11-04
INV00628,ORD08442,CARD09835,235.22,17.62,217.6,2024-03-14
INV00629,ORD06619,CARD01734,423.48,44.43,379.05,2024-11-11
INV00630,ORD09074,CARD02626,315.32,27.17,288.15,2024-01-05
INV00631,ORD06982,CARD09303,146.11,5.13,140.98,2024-04-29
INV00632,ORD03376,CARD07921,417.94,24.87,393.07,2023-12-31
INV00633,ORD09692,CARD08839,400.05,48.73,351.32,2024-08-04
INV00634,ORD07853,CARD08137,116.7,21.66,95.04,2024-06-10
INV00635,ORD04839,CARD09222,358.15,18.03,340.12,2024-09-23
INV00636,ORD00781,CARD00920,349.51,36.23,313.28,2024-05-19
INV00637,ORD09263,CARD05888,459.46,24.84,434.62,2024-12-17
INV00638,ORD03904,CARD03462,447.82,19.74,428.08,2024-05-09
INV00639,ORD01412,CARD03898,483.01,13.18,469.83,2024-04-22
INV00640,ORD01564,CARD01115,99.86,33.58,66.28,2024-06-23
INV00641,ORD09513,CARD03783,471.37,48.48,422.89,2024-05-04
INV00642,ORD01673,CARD03107,363.52,48.14,315.38,2024-07-20
INV00643,ORD05571,CARD06702,447.55,19.87,427.68,2024-05-19
INV00644,ORD04378,CARD02656,471.11,12.89,458.22,2023-12-27
INV00645,ORD02418,CARD01494,225.71,31.47,194.24,2024-02-16
INV00646,ORD08669,CARD00163,487.76,23.7,464.06,2024-08-19
INV00647,ORD05243,CARD00727,370.45,30.22,340.23,2024-07-23
INV00648,ORD07897,CARD02173,140.23,19.23,121.0,2024-01-12
INV00649,ORD06847,CARD09525,457.88,33.31,424.57,2024-09-30
INV00650,ORD03406,CARD09029,113.0,14.15,98.85,2024-08-26
INV00651,ORD03204,CARD06945,247.58,1.72,245.86,2024-06-19
INV00652,ORD05411,CARD01933,132.79,44.2,88.59,2024-10-19
INV00653,ORD07219,CARD03607,467.11,15.1,452.01,2024-02-18
INV00654,ORD07143,CARD02145,180.84,15.96,164.88,2024-02-15
INV00655,ORD09855,CARD04260,208.82,45.06,163.76,2024-08-02
INV00656,ORD02666,CARD07065,439.69,4.55,435.14,2024-03-05
INV00657,ORD03989,CARD09006,447.86,20.89,426.97,2024-10-28
INV00658,ORD00148,CARD04296,54.34,4.84,49.5,2024-03-06
INV00659,ORD02489,CARD02910,230.12,21.23,208.89,2024-08-27
INV00660,ORD07334,CARD00837,223.75,34.74,189.01,2024-07-21
INV00661,ORD06723,CARD08682,142.81,8.6,134.21,2024-10-04
INV00662,ORD05428,CARD04927,385.58,10.67,374.91,2024-07-14
INV00663,ORD08721,CARD01227,132.72,37.39,95.33,2024-07-11
INV00664,ORD08423,CARD06408,216.72,38.84,177.88,2024-05-24
INV00665,ORD00426,CARD04595,461.31,15.12,446.19,2024-03-27
INV00666,ORD09301,CARD03912,364.02,0.77,363.25,2024-05-24
INV00667,ORD03443,CARD02954,184.4,40.49,143.91,2024-04-01
INV00668,ORD04176,CARD05583,247.97,24.43,223.54,2024-01-24
INV00669,ORD03616,CARD07587,175.66,3.35,172.31,2024-09-26
INV00670,ORD01846,CARD07614,434.81,5.84,428.97,2024-12-03
INV00671,ORD09708,CARD02094,135.14,36.27,98.87,2024-11-19
INV00672,ORD03471,CARD01911,129.92,45.8,84.12,2024-11-10
INV00673,ORD01161,CARD02307,97.33,18.99,78.34,2024-01-28
INV00674,ORD09503,CARD09777,294.97,14.57,280.4,2024-12-02
INV00675,ORD09970,CARD00490,453.51,0.41,453.1,2024-03-19
INV00676,ORD07893,CARD08893,497.39,19.47,477.92,2024-06-09
INV00677,ORD01867,CARD05609,453.07,12.35,440.72,2024-04-19
INV00678,ORD06016,CARD03393,196.72,44.01,152.71,2024-04-19
INV00679,ORD02711,CARD05739,455.58,16.47,439.11,2024-07-31
INV00680,ORD03918,CARD04499,335.64,15.04,320.6,2024-08-14
INV00681,ORD01392,CARD05163,449.44,0.73,448.71,2024-09-27
INV00682,ORD08927,CARD08019,374.58,8.09,366.49,2024-11-26
INV00683,ORD04005,CARD00926,175.51,10.9,164.61,2024-09-30
INV00684,ORD02654,CARD08068,348.46,28.47,319.99,2024-06-16
INV00685,ORD05139,CARD02793,396.55,5.16,391.39,2024-11-01
INV00686,ORD00840,CARD04355,202.4,31.39,171.01,2024-04-12
INV00687,ORD04480,CARD03559,153.58,15.46,138.12,2024-05-07
INV00688,ORD05575,CARD00213,77.06,0.61,76.45,2024-12-09
INV00689,ORD04958,CARD00870,84.17,47.54,36.63,2024-03-12
INV00690,ORD08071,CARD04417,236.39,5.55,230.84,2023-12-28
INV00691,ORD08891,CARD08068,73.76,8.62,65.14,2024-01-31
INV00692,ORD00469,CARD02756,283.21,35.7,247.51,2024-08-17
INV00693,ORD06399,CARD00586,426.06,22.61,403.45,2024-11-19
INV00694,ORD08609,CARD06055,110.44,1.1,109.34,2024-01-28
INV00695,ORD00700,CARD09969,76.63,22.79,53.84,2024-02-19
INV00696,ORD01058,CARD09970,292.11,41.55,250.56,2024-09-15
INV00697,ORD00213,CARD09372,153.26,38.36,114.9,2024-08-30
INV00698,ORD03169,CARD05786,128.64,3.15,125.49,2024-10-03
INV00699,ORD04035,CARD05747,437.8,35.68,402.12,2024-05-29
INV00700,ORD03772,CARD07503,235.76,11.0,224.76,2024-09-10
INV00701,ORD00980,CARD00699,489.65,40.82,448.83,2024-01-12
INV00702,ORD04262,CARD07841,188.61,46.83,141.78,2024-03-14
INV00703,ORD00259,CARD06029,226.64,24.0,202.64,2024-08-15
INV00704,ORD07918,CARD08377,82.31,32.46,49.85,2024-01-18
INV00705,ORD08899,CARD00430,445.55,21.3,424.25,2024-11-28
INV00706,ORD04578,CARD06978,125.88,39.98,85.9,2024-02-06
INV00707,ORD02331,CARD01486,136.64,2.04,134.6,2024-02-01
INV00708,ORD07257,CARD07043,416.98,32.76,384.22,2024-02-20
INV00709,ORD02006,CARD08044,428.53,2.13,426.4,2024-10-01
INV00710,ORD06663,CARD07558,495.96,49.9,446.06,2024-04-22
INV00711,ORD09984,CARD03107,184.38,29.01,155.37,2024-01-01
INV00712,ORD00799,CARD01680,473.04,17.78,455.26,2024-05-24
INV00713,ORD01649,CARD05431,279.42,21.05,258.37,2024-04-10
INV00714,ORD05605,CARD04100,351.15,25.84,325.31,2024-08-25
INV00715,ORD09727,CARD03733,405.96,31.07,374.89,2024-08-26
INV00716,ORD06273,CARD00701,215.39,35.49,179.9,2024-09-10
INV00717,ORD04339,CARD03118,453.93,13.97,439.96,2024-04-16
INV00718,ORD02866,CARD08892,377.59,12.92,364.67,2024-02-05
INV00719,ORD08900,CARD04672,370.11,20.27,349.84,2024-08-19
INV00720,ORD08251,CARD06573,427.27,12.18,415.09,2024-01-22
INV00721,ORD02171,CARD08982,259.91,35.32,224.59,2024-12-07
INV00722,ORD04439,CARD04823,199.58,15.35,184.23,2024-11-20
INV00723,ORD08394,CARD06108,459.03,28.72,430.31,2024-09-04
INV00724,ORD05361,CARD00915,325.33,18.27,307.06,2024-01-11
INV00725,ORD01411,CARD08139,167.44,20.79,146.65,2024-11-13
INV00726,ORD03046,CARD05225,346.91,10.09,336.82,2024-04-02
INV00727,ORD06695,CARD08044,381.1,19.54,361.56,2024-04-22
INV00728,ORD01066,CARD04653,80.83,38.79,42.04,2024-02-28
INV00729,ORD07789,CARD09538,436.97,32.47,404.5,2023-12-20
INV00730,ORD02297,CARD00906,404.19,10.97,393.22,2024-08-29
INV00731,ORD04886,CARD08278,156.52,3.61,152.91,2024-03-31
INV00732,ORD03016,CARD04741,116.72,13.58,103.14,2024-07-22
INV00733,ORD02617,CARD08139,375.11,21.68,353.43,2024-03-17
INV00734,ORD03918,CARD01261,285.94,27.09,258.85,2024-05-04
INV00735,ORD09332,CARD02132,112.7,33.82,78.88,2024-06-08
INV00736,ORD09713,CARD06116,186.14,9.14,177.0,2024-09-25
INV00737,ORD01922,CARD09922,358.74,44.78,313.96,2024-06-19
INV00738,ORD03087,CARD08337,155.08,2.73,152.35,2023-12-22
INV00739,ORD07703,CARD01251,438.72,29.94,408.78,2024-04-12
INV00740,ORD07116,CARD04055,449.34,19.82,429.52,2024-07-17
INV00741,ORD07650,CARD09856,456.49,7.67,448.82,2024-06-29
INV00742,ORD01417,CARD06456,198.91,25.11,173.8,2024-04-07
INV00743,ORD04227,CARD08891,225.71,29.87,195.84,2024-09-24
INV00744,ORD01355,CARD07195,265.47,30.95,234.52,2024-06-20
INV00745,ORD03870,CARD08969,419.23,18.77,400.46,2024-03-29
INV00746,ORD08890,CARD00703,383.65,0.12,383.53,2024-08-10
INV00747,ORD03359,CARD04052,206.59,23.19,183.4,2024-12-12
INV00748,ORD09841,CARD08970,109.18,17.29,91.89,2024-06-07
INV00749,ORD08628,CARD04368,210.82,6.47,204.35,2024-02-20
INV00750,ORD01337,CARD04456,377.93,33.0,344.93,2024-04-19
INV00751,ORD00703,CARD04597,177.56,38.52,139.04,2023-12-19
INV00752,ORD04672,CARD05496,96.36,10.39,85.97,2024-03-14
INV00753,ORD07245,CARD03871,467.65,24.87,442.78,2024-03-17
INV00754,ORD04073,CARD01860,340.91,32.26,308.65,2024-01-26
INV00755,ORD02713,CARD00943,370.43,36.37,334.06,2024-05-02
INV00756,ORD06591,CARD00839,368.74,13.17,355.57,2024-04-16
INV00757,ORD03615,CARD05852,353.72,31.28,322.44,2024-10-14
INV00758,ORD03057,CARD03415,349.63,27.24,322.39,2024-07-25
INV00759,ORD06268,CARD00239,252.21,41.92,210.29,2024-01-28
INV00760,ORD08639,CARD09443,142.16,44.44,97.72,2024-05-16
INV00761,ORD08393,CARD03332,353.49,10.7,342.79,2024-04-09
INV00762,ORD08259,CARD08027,153.36,5.16,148.2,2024-09-14
INV00763,ORD03926,CARD04890,234.52,17.6,216.92,2024-07-25
INV00764,ORD04864,CARD10000,204.94,38.61,166.33,2024-08-17
INV00765,ORD00867,CARD06127,327.7,33.18,294.52,2024-02-29
INV00766,ORD03188,CARD00840,100.92,11.12,89.8,2024-03-22
INV00767,ORD02955,CARD06132,111.89,6.33,105.56,2024-04-08
INV00768,ORD07258,CARD06126,96.02,19.29,76.73,2024-05-16
INV00769,ORD09408,CARD05551,345.13,25.59,319.54,2024-02-03
INV00770,ORD08504,CARD04153,235.44,37.4,198.04,2024-03-13
INV00771,ORD02118,CARD06793,453.2,34.29,418.91,2024-01-30
INV00772,ORD06168,CARD08259,262.03,17.26,244.77,2024-01-25
INV00773,ORD01254,CARD05938,450.33,29.28,421.05,2024-02-21
